InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
567204,23119,PACK OF 6 LARGE FRUIT STRAWS ,12,2011-09-19 10:43:00,0.62,15365.0,United Kingdom
538156,20762,GREEN FERN SKETCHBOOK ,3,2010-12-09 16:53:00,3.75,15555.0,United Kingdom
564555,21246,RED RETROSPOT BIG BOWL,6,2011-08-25 19:45:00,4.95,12748.0,United Kingdom
545682,22858,EASTER TIN KEEPSAKE,5,2011-03-06 11:39:00,1.65,14701.0,United Kingdom
565728,22694,WICKER STAR ,6,2011-09-06 12:00:00,2.1,17716.0,United Kingdom
570212,23284,DOORMAT KEEP CALM AND COME IN,1,2011-10-09 11:29:00,8.25,17811.0,United Kingdom
547839,85175,CACTI T-LIGHT CANDLES,64,2011-03-27 10:54:00,0.42,12916.0,United Kingdom
568675,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20,2011-09-28 13:32:00,1.79,14298.0,United Kingdom
545340,47590B,PINK HAPPY BIRTHDAY BUNTING,3,2011-03-02 08:41:00,5.45,15416.0,United Kingdom
547026,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,2011-03-18 17:07:00,8.5,14633.0,United Kingdom
581475,22442,GROW YOUR OWN FLOWERS SET OF 3,12,2011-12-09 08:39:00,1.95,13069.0,United Kingdom
538065,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2010-12-09 13:57:00,2.55,13982.0,United Kingdom
577549,20727,LUNCH BAG  BLACK SKULL.,1,2011-11-20 15:00:00,1.65,17841.0,United Kingdom
573269,23581,JUMBO BAG PAISLEY PARK,1,2011-10-28 13:00:00,2.08,16764.0,United Kingdom
542621,21213,PACK OF 72 SKULL CAKE CASES,24,2011-01-31 09:05:00,0.55,12528.0,Germany
573955,23210,WHITE ROCKING HORSE HAND PAINTED,24,2011-11-02 10:51:00,1.25,14216.0,United Kingdom
549965,21891,TRADITIONAL WOODEN SKIPPING ROPE,24,2011-04-13 14:17:00,1.45,16966.0,United Kingdom
563613,23287,RED VINTAGE SPOT BEAKER,24,2011-08-18 08:49:00,0.85,12688.0,Israel
544335,22624,IVORY KITCHEN SCALES,3,2011-02-17 19:21:00,8.5,14702.0,United Kingdom
555499,23231,WRAP DOILEY DESIGN,25,2011-06-03 15:31:00,0.42,15812.0,United Kingdom
568392,16048,TEATIME ROUND PENCIL SHARPENER ,24,2011-09-27 10:08:00,0.12,14272.0,United Kingdom
560937,22538,MINI JIGSAW GO TO THE FAIR,1,2011-07-22 10:52:00,0.42,17920.0,United Kingdom
579170,22427,ENAMEL FLOWER JUG CREAM,12,2011-11-28 14:26:00,5.45,17811.0,United Kingdom
540350,22722,SET OF 6 SPICE TINS PANTRY DESIGN,1,2011-01-06 14:14:00,3.95,18283.0,United Kingdom
548400,20758,ABSTRACT CIRCLES POCKET BOOK,1,2011-03-30 17:33:00,0.85,17400.0,United Kingdom
572544,23365,SET 12 COLOUR PENCILS LOVE LONDON,2,2011-10-24 16:34:00,0.65,16023.0,United Kingdom
569036,21213,PACK OF 72 SKULL CAKE CASES,24,2011-09-30 10:44:00,0.55,18217.0,United Kingdom
569231,22508,DOORSTOP RETROSPOT HEART,1,2011-10-02 15:18:00,3.75,13379.0,United Kingdom
568590,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,2011-09-28 10:29:00,0.29,13126.0,United Kingdom
542893,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-02-01 13:36:00,1.45,18202.0,United Kingdom
570420,84849D,HOT BATHS SOAP HOLDER,3,2011-10-10 13:33:00,1.69,17841.0,United Kingdom
538255,22371,AIRLINE BAG VINTAGE TOKYO 78,4,2010-12-10 12:33:00,4.25,14911.0,EIRE
570116,23290,SPACEBOY CHILDRENS BOWL,3,2011-10-07 12:38:00,1.25,12856.0,United Kingdom
569220,21380,WOODEN HAPPY BIRTHDAY GARLAND,4,2011-10-02 13:26:00,2.95,16007.0,United Kingdom
572272,22624,IVORY KITCHEN SCALES,2,2011-10-21 16:18:00,8.5,13171.0,United Kingdom
556495,23112,PARISIENNE CURIO CABINET,1,2011-06-12 15:14:00,7.5,18069.0,United Kingdom
581266,22629,SPACEBOY LUNCH BOX ,64,2011-12-08 11:25:00,1.65,12621.0,Germany
541789,22846,BREAD BIN DINER STYLE RED ,11,2011-01-21 13:07:00,14.95,14088.0,United Kingdom
561690,23263,SET OF 3 WOODEN HEART DECORATIONS,12,2011-07-29 09:11:00,1.25,13875.0,United Kingdom
543161,22315,200 RED + WHITE BENDY STRAWS,12,2011-02-03 17:01:00,1.25,14497.0,United Kingdom
543009,22367,CHILDRENS APRON SPACEBOY DESIGN,4,2011-02-02 13:11:00,1.95,18041.0,United Kingdom
551158,22302,COFFEE MUG PEARS  DESIGN,6,2011-04-26 15:00:00,2.55,16823.0,United Kingdom
574544,22707,WRAP MONSTER FUN ,25,2011-11-04 14:49:00,0.42,17084.0,United Kingdom
542237,22196,SMALL HEART MEASURING SPOONS,12,2011-01-26 14:30:00,0.85,12347.0,Iceland
551351,21126,SET OF 6 GIRLS CELEBRATION CANDLES,24,2011-04-28 10:20:00,1.06,14298.0,United Kingdom
569718,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,2,2011-10-06 09:01:00,7.95,15837.0,United Kingdom
548968,84531B,BLUE KNITTED EGG COSY,6,2011-04-05 10:58:00,0.39,12744.0,Singapore
575932,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,3,2011-11-13 10:35:00,3.75,16923.0,United Kingdom
579152,20973,12 PENCIL SMALL TUBE WOODLAND,24,2011-11-28 13:26:00,0.65,12479.0,Germany
576249,22138,BAKING SET 9 PIECE RETROSPOT ,1,2011-11-14 13:47:00,4.95,17811.0,United Kingdom
543852,82482,WOODEN PICTURE FRAME WHITE FINISH,72,2011-02-14 11:57:00,2.1,14258.0,United Kingdom
566564,22998,TRAVEL CARD WALLET KEEP CALM,6,2011-09-13 12:26:00,0.42,15522.0,United Kingdom
570884,23322,LARGE WHITE HEART OF WICKER,10,2011-10-13 10:09:00,2.95,17315.0,United Kingdom
550131,22028,PENNY FARTHING BIRTHDAY CARD,12,2011-04-14 13:27:00,0.42,15935.0,United Kingdom
567293,22961,JAM MAKING SET PRINTED,12,2011-09-19 12:01:00,1.45,12640.0,France
558709,22090,PAPER BUNTING RETROSPOT,2,2011-07-01 13:02:00,2.95,17338.0,United Kingdom
577393,23013,GLASS APOTHECARY BOTTLE TONIC,12,2011-11-18 17:06:00,3.45,14031.0,United Kingdom
567913,23245,SET OF 3 REGENCY CAKE TINS,16,2011-09-22 17:08:00,4.15,18144.0,United Kingdom
571244,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,2011-10-14 15:46:00,1.25,17180.0,United Kingdom
562558,20659,ECONOMY LUGGAGE TAG,3,2011-08-05 16:43:00,1.25,13451.0,United Kingdom
537604,22525,CHILDRENS GARDEN GLOVES PINK,10,2010-12-07 13:01:00,1.25,13488.0,United Kingdom
575889,22077,6 RIBBONS RUSTIC CHARM,4,2011-11-11 14:09:00,1.95,16433.0,United Kingdom
540647,82494L,WOODEN FRAME ANTIQUE WHITE ,3,2011-01-10 14:57:00,2.95,17406.0,United Kingdom
557129,22274,FELTCRAFT DOLL EMILY,1,2011-06-16 19:59:00,2.95,17841.0,United Kingdom
548860,21755,LOVE BUILDING BLOCK WORD,1,2011-04-04 13:38:00,5.95,13263.0,United Kingdom
545575,22283,6 EGG HOUSE PAINTED WOOD,6,2011-03-03 18:28:00,7.95,13014.0,United Kingdom
566914,21313,GLASS HEART T-LIGHT HOLDER ,12,2011-09-15 14:08:00,0.85,15466.0,United Kingdom
539315,21527,RED RETROSPOT TRADITIONAL TEAPOT ,2,2010-12-16 18:23:00,7.95,18260.0,United Kingdom
576916,22632,HAND WARMER RED RETROSPOT,12,2011-11-17 10:24:00,2.1,14655.0,United Kingdom
547925,21915,RED  HARMONICA IN BOX ,12,2011-03-28 13:57:00,1.25,12481.0,Germany
578998,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-11-27 16:05:00,1.25,15436.0,United Kingdom
580403,21745,GAOLERS KEYS DECORATIVE GARDEN ,2,2011-12-04 11:56:00,3.75,17858.0,United Kingdom
578036,22620,4 TRADITIONAL SPINNING TOPS,2,2011-11-22 14:04:00,1.45,16474.0,United Kingdom
560727,21932,SCANDINAVIAN PAISLEY PICNIC BAG,3,2011-07-20 14:33:00,1.65,13571.0,United Kingdom
552134,21181,PLEASE ONE PERSON METAL SIGN,24,2011-05-06 11:50:00,2.1,14944.0,United Kingdom
578541,84792,ENCHANTED BIRD COATHANGER 5 HOOK,6,2011-11-24 15:01:00,4.65,14277.0,France
542727,21166,COOK WITH WINE METAL SIGN ,1,2011-01-31 15:09:00,1.95,17604.0,United Kingdom
572726,23254,CHILDRENS CUTLERY DOLLY GIRL ,1,2011-10-25 15:19:00,4.15,16056.0,United Kingdom
539755,84968A,SET OF 16 VINTAGE ROSE CUTLERY,1,2010-12-21 16:08:00,12.75,17961.0,United Kingdom
571444,23344,JUMBO BAG 50'S CHRISTMAS ,10,2011-10-17 13:44:00,2.08,18179.0,United Kingdom
551956,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-05-05 12:22:00,4.95,15021.0,United Kingdom
554362,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,2,2011-05-24 10:17:00,0.85,17811.0,United Kingdom
544368,22570,FELTCRAFT CUSHION RABBIT,1,2011-02-18 11:27:00,3.75,14057.0,United Kingdom
569221,21989,PACK OF 20 SKULL PAPER NAPKINS,10,2011-10-02 13:44:00,0.85,14970.0,United Kingdom
562101,23204,CHARLOTTE BAG APPLES DESIGN,10,2011-08-02 14:04:00,0.85,13850.0,United Kingdom
569222,20754,RETROSPOT RED WASHING UP GLOVES,1,2011-10-02 13:46:00,2.1,15906.0,United Kingdom
561199,22690,DOORMAT HOME SWEET HOME BLUE ,10,2011-07-25 14:45:00,6.75,14970.0,United Kingdom
574959,23507,MINI PLAYING CARDS BUFFALO BILL ,1,2011-11-08 10:09:00,0.42,17886.0,United Kingdom
555630,22961,JAM MAKING SET PRINTED,12,2011-06-06 12:04:00,1.45,14732.0,United Kingdom
572475,23473,WOODLAND SMALL RED FELT HEART,1,2011-10-24 13:37:00,0.83,15271.0,United Kingdom
555413,21680,WOODLAND  STICKERS,6,2011-06-03 09:50:00,0.85,17994.0,United Kingdom
544368,22522,CHILDS GARDEN FORK BLUE ,6,2011-02-18 11:27:00,0.85,14057.0,United Kingdom
541518,22554,PLASTERS IN TIN WOODLAND ANIMALS,96,2011-01-19 09:05:00,1.45,12451.0,Switzerland
581144,21497,FANCY FONTS BIRTHDAY WRAP,25,2011-12-07 13:46:00,0.42,14085.0,United Kingdom
552631,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,2011-05-10 12:55:00,1.65,12684.0,France
570225,21163,DO NOT TOUCH MY STUFF DOOR HANGER ,2,2011-10-09 13:15:00,0.39,16595.0,United Kingdom
560256,21136,PAINTED METAL PEARS ASSORTED,1,2011-07-17 13:24:00,1.69,14462.0,United Kingdom
559152,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-07-06 15:02:00,4.95,14214.0,United Kingdom
570218,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,2011-10-09 12:20:00,2.95,16873.0,United Kingdom
559678,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,1,2011-07-11 14:43:00,2.55,16033.0,United Kingdom
568670,48111,DOORMAT 3 SMILEY CATS,2,2011-09-28 13:07:00,8.25,14978.0,United Kingdom
545054,21497,FANCY FONTS BIRTHDAY WRAP,25,2011-02-27 12:41:00,0.42,14472.0,United Kingdom
577400,22386,JUMBO BAG PINK POLKADOT,10,2011-11-18 17:20:00,2.08,16201.0,United Kingdom
569239,22813,PACK 3 BOXES BIRD PANNETONE ,12,2011-10-03 08:30:00,1.95,14644.0,United Kingdom
554164,20718,RED RETROSPOT SHOPPER BAG,100,2011-05-23 11:58:00,1.06,14364.0,United Kingdom
548214,22228,BUNNY WOODEN PAINTED WITH BIRD ,12,2011-03-30 09:17:00,0.85,13720.0,United Kingdom
569683,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,12,2011-10-05 14:39:00,0.29,15953.0,United Kingdom
548739,37488A,YELLOW PINK FLOWER DESIGN BIG BOWL,4,2011-04-04 11:28:00,0.39,15493.0,United Kingdom
544200,85170D,SET/6 PINK BIRD T-LIGHT CANDLES,6,2011-02-17 10:08:00,2.1,12494.0,France
539590,22890,NOVELTY BISCUITS CAKE STAND 3 TIER,12,2010-12-20 13:21:00,8.5,14733.0,United Kingdom
543593,47599B,BLUE PARTY BAGS ,24,2011-02-10 12:13:00,2.1,14465.0,United Kingdom
552880,21164,HOME SWEET HOME METAL SIGN ,12,2011-05-12 09:59:00,2.95,18245.0,United Kingdom
580833,23494,VINTAGE DOILY DELUXE SEWING KIT ,2,2011-12-06 11:41:00,5.95,16764.0,United Kingdom
576574,22947,WOODEN ADVENT CALENDAR RED,6,2011-11-15 13:53:00,7.95,13078.0,United Kingdom
565230,82494L,WOODEN FRAME ANTIQUE WHITE ,48,2011-09-02 09:24:00,2.55,16705.0,United Kingdom
558370,85132C,CHARLIE AND LOLA FIGURES TINS,8,2011-06-28 15:44:00,1.95,17750.0,United Kingdom
550490,22794,SWEETHEART WIRE MAGAZINE RACK,2,2011-04-18 14:32:00,7.95,17054.0,United Kingdom
563597,22852,DOG BOWL VINTAGE CREAM,1,2011-08-18 06:20:00,4.25,14305.0,United Kingdom
570594,23129,HEART SHAPED HOLLY WREATH,4,2011-10-11 11:43:00,4.15,13517.0,United Kingdom
549984,85066,CREAM SWEETHEART MINI CHEST,4,2011-04-13 15:57:00,12.75,15147.0,United Kingdom
577167,22556,PLASTERS IN TIN CIRCUS PARADE ,2,2011-11-18 10:41:00,1.65,16511.0,United Kingdom
573300,23198,PANTRY MAGNETIC  SHOPPING LIST,3,2011-10-28 16:10:00,1.45,16049.0,United Kingdom
554105,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,4,2011-05-22 14:04:00,2.1,14711.0,United Kingdom
565451,23239,SET OF 4 KNICK KNACK TINS POPPIES,6,2011-09-04 15:37:00,4.15,15365.0,United Kingdom
569650,22992,REVOLVER WOODEN RULER ,144,2011-10-05 12:44:00,1.65,12415.0,Australia
569523,23321,SMALL WHITE HEART OF WICKER,2,2011-10-04 14:41:00,1.65,16033.0,United Kingdom
565781,23209,LUNCH BAG VINTAGE DOILY ,20,2011-09-06 15:34:00,1.65,13098.0,United Kingdom
544790,21039,RED RETROSPOT SHOPPING BAG,1,2011-02-23 12:27:00,2.55,16940.0,United Kingdom
542506,48138,DOORMAT UNION FLAG,4,2011-01-28 12:06:00,7.95,16523.0,United Kingdom
574744,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,2011-11-07 07:38:00,2.08,16612.0,United Kingdom
548309,22555,PLASTERS IN TIN STRONGMAN,1,2011-03-30 12:02:00,1.65,16657.0,United Kingdom
554103,85199S,SMALL HANGING IVORY/RED WOOD BIRD,5,2011-05-22 13:51:00,0.42,15555.0,United Kingdom
569664,23029,DRAWER KNOB CRACKLE GLAZE GREEN,12,2011-10-05 13:33:00,1.65,18237.0,United Kingdom
572760,22138,BAKING SET 9 PIECE RETROSPOT ,9,2011-10-26 08:30:00,4.95,16225.0,United Kingdom
551747,35971,ROSE FOLKART HEART DECORATIONS,48,2011-05-04 11:00:00,0.42,14298.0,United Kingdom
573543,22597,MUSICAL ZINC HEART DECORATION ,4,2011-10-31 13:05:00,0.29,17777.0,United Kingdom
556065,20762,GREEN FERN SKETCHBOOK ,4,2011-06-08 14:29:00,3.75,14829.0,United Kingdom
577033,22659,LUNCH BOX I LOVE LONDON,1,2011-11-17 13:16:00,1.95,17797.0,United Kingdom
562711,72803A,ROSE SCENT CANDLE JEWELLED DRAWER,1,2011-08-08 14:53:00,4.25,16788.0,United Kingdom
577311,23201,JUMBO BAG ALPHABET,2,2011-11-18 13:16:00,2.08,18225.0,United Kingdom
573261,22197,POPCORN HOLDER,1992,2011-10-28 12:32:00,0.72,17949.0,United Kingdom
550299,22666,RECIPE BOX PANTRY YELLOW DESIGN,48,2011-04-15 16:46:00,2.95,17389.0,United Kingdom
552802,22727,ALARM CLOCK BAKELIKE RED ,2,2011-05-11 12:23:00,3.75,16115.0,United Kingdom
545076,22804,CANDLEHOLDER PINK HANGING HEART,12,2011-02-28 09:43:00,2.95,15235.0,United Kingdom
558534,23244,ROUND STORAGE TIN VINTAGE LEAF,6,2011-06-30 11:54:00,1.95,13988.0,United Kingdom
547382,20716,PARTY FOOD SHOPPER BAG,2,2011-03-22 15:31:00,1.25,15457.0,United Kingdom
574091,22211,WOOD STAMP SET FLOWERS,12,2011-11-03 09:20:00,0.83,17086.0,United Kingdom
579257,23681,LUNCH BAG RED VINTAGE DOILY,100,2011-11-29 08:14:00,1.45,15619.0,United Kingdom
560265,21224,SET/4 SKULL BADGES,20,2011-07-17 13:48:00,1.25,17863.0,United Kingdom
576650,22142,CHRISTMAS CRAFT WHITE FAIRY ,12,2011-11-16 10:34:00,1.45,14286.0,United Kingdom
579102,22667,RECIPE BOX RETROSPOT ,6,2011-11-28 11:33:00,2.95,14911.0,EIRE
546190,22971,QUEENS GUARD COFFEE MUG,12,2011-03-10 10:57:00,2.55,13102.0,United Kingdom
569564,21535,RED RETROSPOT SMALL MILK JUG,6,2011-10-05 09:47:00,2.55,13989.0,United Kingdom
549563,22907,PACK OF 20 NAPKINS PANTRY DESIGN,5,2011-04-10 14:02:00,0.85,14030.0,United Kingdom
554113,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2011-05-22 14:53:00,2.1,16700.0,United Kingdom
565990,21498,RED RETROSPOT WRAP ,25,2011-09-08 11:44:00,0.42,13577.0,United Kingdom
576246,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,4,2011-11-14 13:42:00,2.95,17566.0,United Kingdom
550819,22759,SET OF 3 NOTEBOOKS IN PARCEL,5,2011-04-20 17:37:00,1.65,17530.0,United Kingdom
580816,21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,12,2011-12-06 11:28:00,0.39,15157.0,United Kingdom
548010,22037,ROBOT BIRTHDAY CARD,72,2011-03-29 11:04:00,0.42,14646.0,Netherlands
567184,23426,METAL SIGN DROP YOUR PANTS,12,2011-09-18 15:41:00,2.89,16033.0,United Kingdom
580727,21875,KINGS CHOICE MUG,1,2011-12-05 17:17:00,3.29,14096.0,United Kingdom
567853,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,3,2011-09-22 13:31:00,1.65,15484.0,United Kingdom
554762,23172,REGENCY TEA PLATE PINK,12,2011-05-26 11:37:00,1.65,16837.0,United Kingdom
537447,37450,CERAMIC CAKE BOWL + HANGING CAKES,6,2010-12-07 09:21:00,2.95,13963.0,United Kingdom
576543,23130,MISTLETOE HEART WREATH GREEN,4,2011-11-15 12:50:00,4.15,13236.0,United Kingdom
576615,22467,GUMBALL COAT RACK,4,2011-11-15 16:42:00,2.55,17231.0,United Kingdom
557742,C2,CARRIAGE,1,2011-06-22 11:46:00,50.0,14911.0,EIRE
550106,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2011-04-14 12:31:00,2.08,13772.0,United Kingdom
542503,22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,4,2011-01-28 11:58:00,3.75,16327.0,United Kingdom
563078,23324,RUSTIC STRAWBERRY JAMPOT LARGE ,12,2011-08-11 16:30:00,2.08,15955.0,United Kingdom
555418,21716,BOYS VINTAGE TIN SEASIDE BUCKET,8,2011-06-03 10:19:00,2.55,15498.0,United Kingdom
538509,22319,HAIRCLIPS FORTIES FABRIC ASSORTED,12,2010-12-12 13:37:00,0.65,14413.0,United Kingdom
578998,22758,LARGE PURPLE BABUSHKA NOTEBOOK  ,2,2011-11-27 16:05:00,1.25,15436.0,United Kingdom
554663,22431,WATERING CAN BLUE ELEPHANT,2,2011-05-25 14:29:00,1.95,14985.0,United Kingdom
547897,22708,WRAP DOLLY GIRL,25,2011-03-28 11:36:00,0.42,12792.0,Portugal
576354,22575,METAL MERRY CHRISTMAS WREATH,40,2011-11-14 16:17:00,1.65,13881.0,United Kingdom
545349,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,3,2011-03-02 11:07:00,2.95,18118.0,United Kingdom
555630,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-06-06 12:04:00,2.95,14732.0,United Kingdom
568987,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2011-09-29 15:58:00,0.85,12709.0,Germany
561502,23263,SET OF 3 WOODEN HEART DECORATIONS,12,2011-07-27 14:14:00,1.25,14305.0,United Kingdom
540277,82482,WOODEN PICTURE FRAME WHITE FINISH,72,2011-01-06 12:18:00,2.1,14258.0,United Kingdom
545085,22386,JUMBO BAG PINK POLKADOT,20,2011-02-28 11:19:00,1.95,15039.0,United Kingdom
545681,21664,RIDGED GLASS STORAGE JAR CREAM LID,1,2011-03-06 11:28:00,3.75,16923.0,United Kingdom
540692,21874,GIN AND TONIC MUG,12,2011-01-11 09:12:00,1.25,14320.0,United Kingdom
558338,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,2011-06-28 13:36:00,0.55,16824.0,United Kingdom
556440,22233,JIGSAW RABBIT AND BIRDHOUSE,12,2011-06-10 14:51:00,0.59,14401.0,United Kingdom
578929,23462,ROCOCO WALL MIRROR WHITE,1,2011-11-27 12:31:00,19.95,13064.0,United Kingdom
537111,22637,PIGGY BANK RETROSPOT ,1,2010-12-05 12:08:00,2.55,14810.0,United Kingdom
575647,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,2011-11-10 14:16:00,4.25,16440.0,United Kingdom
545060,21154,RED RETROSPOT OVEN GLOVE ,3,2011-02-27 13:47:00,1.25,15547.0,United Kingdom
547650,85152,HAND OVER THE CHOCOLATE   SIGN ,1,2011-03-24 12:08:00,2.1,17059.0,United Kingdom
551893,84375,SET OF 20 KIDS COOKIE CUTTERS,12,2011-05-05 10:07:00,2.1,17675.0,United Kingdom
536749,21416,CLAM SHELL LARGE,1,2010-12-02 13:49:00,3.75,17976.0,United Kingdom
556034,22781,GUMBALL MAGAZINE RACK,24,2011-06-08 12:36:00,6.75,16672.0,United Kingdom
547063,46000M,POLYESTER FILLER PAD 45x45cm,3,2011-03-20 13:33:00,1.55,14769.0,United Kingdom
570856,23228,FILIGREE HEART BIRD WHITE ,24,2011-10-12 15:01:00,1.25,13464.0,United Kingdom
566024,23201,JUMBO BAG ALPHABET,10,2011-09-08 12:51:00,2.08,13871.0,United Kingdom
559169,16161U,WRAP SUKI AND FRIENDS,50,2011-07-06 17:25:00,0.42,16722.0,United Kingdom
577550,21155,RED RETROSPOT PEG BAG,6,2011-11-20 15:05:00,2.55,17738.0,United Kingdom
570488,23225,CHERUB HEART DECORATION SILVER ,1,2011-10-10 17:12:00,1.63,14096.0,United Kingdom
572240,22189,CREAM HEART CARD HOLDER,4,2011-10-21 15:18:00,3.95,13709.0,United Kingdom
580596,22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,36,2011-12-05 11:01:00,0.85,15392.0,United Kingdom
538849,85061W,WHITE JEWELLED HEART DECORATION,10,2010-12-14 13:31:00,0.85,14415.0,United Kingdom
571184,23355,HOT WATER BOTTLE KEEP CALM,6,2011-10-14 11:09:00,4.95,15478.0,United Kingdom
541566,21876,POTTERING MUG,36,2011-01-19 11:50:00,0.42,17722.0,United Kingdom
567156,22116,METAL SIGN HIS DINNER IS SERVED,2,2011-09-16 17:05:00,0.79,14462.0,United Kingdom
580306,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2011-12-02 14:29:00,2.95,14250.0,United Kingdom
537050,22865,HAND WARMER OWL DESIGN,2,2010-12-05 11:10:00,2.1,14800.0,United Kingdom
558315,21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,2,2011-06-28 11:44:00,6.75,15065.0,United Kingdom
568140,23050,RECYCLED ACAPULCO MAT GREEN,2,2011-09-25 10:48:00,8.25,17411.0,United Kingdom
557317,23047,PAPER LANTERN 5 POINT SEQUIN STAR,1,2011-06-19 16:07:00,5.75,12837.0,United Kingdom
549964,22191,IVORY DINER WALL CLOCK,2,2011-04-13 14:12:00,8.5,13122.0,United Kingdom
544316,22757,LARGE RED BABUSHKA NOTEBOOK ,12,2011-02-17 14:49:00,1.25,16556.0,United Kingdom
574656,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,2,2011-11-06 11:36:00,4.25,16434.0,United Kingdom
540021,22385,JUMBO BAG SPACEBOY DESIGN,1,2011-01-04 12:51:00,1.95,17841.0,United Kingdom
581186,22727,ALARM CLOCK BAKELIKE RED ,8,2011-12-07 16:39:00,3.75,13756.0,United Kingdom
565613,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,24,2011-09-05 15:19:00,1.45,13744.0,United Kingdom
560576,84406B,CREAM CUPID HEARTS COAT HANGER,3,2011-07-19 14:59:00,4.15,17287.0,United Kingdom
553208,22712,CARD DOLLY GIRL ,12,2011-05-16 09:10:00,0.42,12674.0,France
573876,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2,2011-11-01 12:48:00,2.1,16360.0,United Kingdom
580632,20969,RED FLORAL FELTCRAFT SHOULDER BAG,1,2011-12-05 12:16:00,3.75,16360.0,United Kingdom
576833,22112,CHOCOLATE HOT WATER BOTTLE,6,2011-11-16 15:08:00,4.95,17434.0,United Kingdom
573419,23145,ZINC T-LIGHT HOLDER STAR LARGE,12,2011-10-31 09:38:00,0.95,13103.0,United Kingdom
558328,16161P,WRAP ENGLISH ROSE ,25,2011-06-28 12:09:00,0.42,15146.0,United Kingdom
537405,22114,HOT WATER BOTTLE TEA AND SYMPATHY,1,2010-12-06 14:51:00,3.95,17841.0,United Kingdom
540473,22933,BAKING MOULD EASTER EGG MILK CHOC,1,2011-01-07 14:31:00,2.95,17284.0,United Kingdom
557070,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4,2011-06-16 15:28:00,6.75,14755.0,United Kingdom
546255,82581,TOILET METAL SIGN,12,2011-03-10 14:56:00,0.55,13468.0,United Kingdom
571434,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,15,2011-10-17 13:22:00,0.29,13069.0,United Kingdom
543597,22341,LOVE GARLAND PAINTED ZINC ,12,2011-02-10 12:32:00,1.65,12857.0,United Kingdom
544663,21621,VINTAGE UNION JACK BUNTING,6,2011-02-22 14:43:00,8.5,18188.0,United Kingdom
566735,22727,ALARM CLOCK BAKELIKE RED ,1,2011-09-14 14:19:00,3.75,15707.0,United Kingdom
566227,20685,DOORMAT RED RETROSPOT,10,2011-09-11 10:42:00,7.08,14258.0,United Kingdom
543468,22671,FRENCH LAUNDRY SIGN BLUE METAL,4,2011-02-08 14:45:00,1.65,14562.0,United Kingdom
541491,22972,CHILDREN'S SPACEBOY MUG,12,2011-01-18 14:04:00,1.65,12510.0,Spain
571846,23323,WHITE WICKER STAR ,1,2011-10-19 12:35:00,2.1,17841.0,United Kingdom
566914,84974,S/2 ZINC HEART DESIGN PLANTERS,1,2011-09-15 14:08:00,9.95,15466.0,United Kingdom
562205,22637,PIGGY BANK RETROSPOT ,4,2011-08-03 12:55:00,2.55,18055.0,United Kingdom
578251,21479,WHITE SKULL HOT WATER BOTTLE ,1,2011-11-23 12:45:00,4.25,15993.0,United Kingdom
578952,22735,RIBBON REEL SOCKS AND MITTENS,5,2011-11-27 14:43:00,1.65,18112.0,United Kingdom
548327,22429,ENAMEL MEASURING JUG CREAM,1,2011-03-30 13:05:00,4.25,16788.0,United Kingdom
